,id,text,,Educator,Student,Expert/keynote/researchers,ad/websites/public/can't figure out
20,1.82E+18,"Thrilled that ServiceNow won VentureBeat's AI Innovation award for Best Enterprise Software Implementation of GenAI! This award recognizes ServiceNow Research’s work with Hugging Face and BigCode on StarCoder, fostering a collaborative &amp; open AI ecosystem. https://t.co/tAUH2lBDnD https://t.co/7XX85tB86N",,1,0,0,0
21,1.82E+18,🔭 Dioptra: open source test platform for assessing the trustworthy characteristics of AI: https://t.co/zTpKM4NK5X  🤖AI Risk Management Framework: https://t.co/LWFVVdSsh3  💾 Secure Software Development Framework: https://t.co/vK4sYyFeMZ #NIST #AI #Infosec #SSDF #cybersecurity,,0,0,0,1
22,1.82E+18,"Trustworthy #AI is:  🤖valid and reliable,  ⚠️safe,  🔒secure and resilient,  🔎accountable and transparent,  📋 explainable and interpretable,  🧑‍💻 privacy-enhanced, &amp; 🧍‍♀️🧍‍♂️and fair - with harmful bias managed  ..as per @NIST AI RMF  🔭Dioptra = tool to test AI 👆   Resources👇 https://t.co/fUNBKGmCkI",,0,0,1,0
23,1.82E+18,Attention educators! Don’t miss out on our final badge offer: “Exploring AI with Students”. Complete daily tasks and earn your badge! 🎉https://t.co/1kneJO1kY1 #EdTech #AIinEducation #education #AI #teaching #classroomtechnology #professionaldevelopment #learningwithtech,,1,0,0,0
24,1.82E+18,"The G7’s approach emphasizes using AI for societal benefits, ensuring worker protection, promoting education and skills development, fostering economic growth,  in AI development and adoption.  Read more  here: https://t.co/LxwQ4hb27T  #AI #Cybersecurity #G7 #Regulation #ethics",,0,0,1,0
25,1.82E+18,"The G7’s approach emphasizes using AI for societal benefits, ensuring worker protection, promoting education and skills development, fostering economic growth,  in AI development and adoption.  Read more  here: https://t.co/LxwQ4hauil  #AI #Cybersecurity #G7 #Regulation #ethics",,0,0,1,0
26,1.82E+18,Shi4Tech @SpirosMargari0s @DeepLearn007 @jblefevre60 @CurieuxExplorer @BetaMoroney @FrRonconi @sallyeaves @efipm @Nicochan33 @jeancayeux @bimedotcom @Fabriziobustama @anand_narang @Xbond49 @EstelaMandela @mikeflache Fascinating study!  User education on LLMs is crucial to set realistic expectations and prevent failures. It's all about managing that AI potential! #AI #GenerativeAI,,0,0,1,0
27,1.82E+18,New artificial intelligence research published by Apple reveals that Apple has been using Google hardware to build the early foundations of Apple Intelligence. By @mike_wuerthele     https://t.co/42nIaKpdVx,,0,0,1,0
28,1.82E+18,Doing research on mental health services and came across this horrifying feature from @Qualifacts.  https://t.co/ZSvbEHq49w  STOP IT. STOP IT. STOP IT. I DO NOT WANT ARTIFICIAL INTELLIGENCE CREATING THE DOCUMENTATION FOR MY HEALTH CARE.,,0,0,1,0
29,1.82E+18,"Shashi Salavath, a student in the @TheresaWalunas lab, presented his research at ICCS in Spain. With @NUFeinbergMed, he developed Carenet software that helps cancer patients undergoing immunotherapy by using patient data to guide treatment decisions https://t.co/eyd1pJk91h  #AI",,1,0,0,0
30,1.82E+18,Obtenha sua #certificação #gratuita em inteligência artificial generativa com a Oracle e junte-se à nova geração de especialistas em #IA. Aproveite os últimos dias. Gratis até 31 de julio. Certifique-se hoje: https://t.co/1NDYlZoAGI https://t.co/Tpr7cjgqEj,,0,0,0,1
31,1.82E+18,"Live from #SIGGRAPH2024: Our CEO Jensen Huang and @Meta CEO Mark Zuckerberg chat on #AI and the next computing platforms. Watch the livestream to discover #generativeAI and virtual world breakthroughs, and how research is driving AI advancements. https://t.co/HXOSbm8q95",,1,0,0,0
32,1.82E+18,"I'm thrilled to share my learning journey with you all! #My3MTT #3MTTLearnin Journal. Over the past few months, I've Had the privilege of completing the 3mtt courses. Thank you, 3MTT Nigeria  for providing this fantastic learning experience! #3MTT #AI #Design #LearningJournal. https://t.co/y9P2AcOMoG",,0,1,0,0
33,1.82E+18,[CL] AI Safety in Generative AI Large Language Models: A Survey   https://t.co/0JK83XKlmO         - This survey provides an up-to-date overview of AI safety research for generative AI and large language models (LLMs) from a computer science perspective.  - It explores the… https://t.co/jhZGInPOtC https://t.co/ccvr5p4mgY,,0,0,1,0
34,1.82E+18,"@BeckyKeene @GetSchoolAI I just ran over SchoolAI -- I didn't find anything obvious. MagicSchool was pretty blatant, and the software shockingly invasive to teacher &amp; student usage. The screenrecording of your use seems beyond the pale, and certainly beyond what I expect as a user.",,1,0,0,0
35,1.82E+18,"@charles_sainty @GaryMarcus You have significant capacity to misunderstand. AI is not improving rapidly, not really, it is only presented as such. I was referring to genAI use by normies. I would never even send an email written by those things, it is so stupid. Useful for some quick research summary, sure.",,1,0,0,0
36,1.82E+18,"https://t.co/WCRXHWt4TI uses artificial intelligence (#AI) to monitor great white sharks populations, keeping local communities informed and contributing to conservation research. 🦈  Explore our work in the latest @CNN story https://t.co/55RGycLYAX",,0,0,1,0
37,1.82E+18,"GenAI can make a huge difference in education if it is developed responsibly and deployed right. If you want to be a part of the team trying to figure out how to do this, now is your chance - we are hiring! https://t.co/1xqrMB8Ljc",,0,0,0,1
38,1.82E+18,"🔹 DevRel Tools, 📚 Crypto Education, 📊 Wallet Insights, 🛡️ AML Compliance – Crypto Core AI has it all! Transform your business with our cutting-edge AI solutions. #SaaS #Blockchain #AI",,0,0,0,1
39,1.82E+18,AI による PPM 実践の変革: Info-Tech Research Group が戦略的プロジェクト成功のためのガイドを発表 #PPM #AI #ITLIVE2024 #InfoTech https://t.co/SnFFI7FGqu,,0,0,0,1
40,1.82E+18,@skirano Omgg fine-tuning? I recently fine-tuned Mistral 7b for movie character chatbot but need to test it first- Llama seems promising,,0,1,0,0
41,1.82E+18,This should be setting off alarm bells in everyone.  Big tech corporations are teaching Artificial Intelligence to lie to us. https://t.co/lxfGxabfWw,,0,0,0,1
42,1.82E+18,"Hey Frens Introducing to you guys AvaCoach This platform is reshaping language learning with cutting-edge tech and a token-based ecosystem. Say goodbye to traditional methods and hello to personalized, engaging language education #Avacoach #edtech #ai https://t.co/48YEbqcJ3v",,0,0,1,0
43,1.82E+18,"📢 Join us for an enlightening talk with @BakerEDMLab and @yjkimstudy on empowering student learning &amp; assessment in the age of generative AI  🗓 Date: Tuesday, 13 August 2024  🕐 Time: 1:00 PM - 2:00 PM (AEST)  🏛 Venue: At @UQ_News &amp; on Zoom  Register at https://t.co/5VY7v9i60t https://t.co/lz1gNfZ6Xe",,0,0,0,1
44,1.82E+18,"I am less interested in the ""intelligence"" of #AI #LLMs, &amp; more interested in their potential to teach us about our own development of #language and #literacy, and to extend our own cognitive, linguistic, and literary abilities.  https://t.co/NB9TNainFz",,1,0,0,0
45,1.82E+18,"What happens when students use AI for course work in Idaho? The @IdahoCapitalSun asked just that and it's different across public colleges, including CWI. https://t.co/XM7z09ZQ6m",,1,0,0,0
46,1.82E+18,Join the @Five9 Session at @CallTower's Summer School Partner Education Series🌟  Discover next-gen customer service with Five9's cloud solutions and AI tools. Revolutionize your contact center and deliver exceptional experiences.  #CX #AI #PartnerPowered https://t.co/fxgX8L4Gou,,0,0,1,0
47,1.82E+18,"There are many ways to use AI in the classroom, but there are also many challenges. Check out this article to learn more @EdTech_K12 #WmPennEd https://t.co/7fRHFiA3t7",,1,0,0,0
48,1.82E+18,"@TheCryptoKazi Kazi, I have THE project for you.   The project that combines #AI + #GameFi + #RWA with groundbreaking, first mover tech.   With disruptive potential and real world use cases. 🔥  Research $KNDX and start with this phenomenal thread right here: 👇 https://t.co/q5nGu1mjSd https://t.co/OewHfBymvW",,1,0,0,0
49,1.82E+18,"NASA is sharing groundbreaking research from the 13th annual International Space Station R&amp;D Conference, showcasing how space exploration benefits humanity. Tune in for cutting-edge discoveries by NASA and its partners! #NASA #Space #Innovation #Research #TechNews #AI",,1,0,0,0
50,1.82E+18,"@AvaCoachapp 8/ 📅 Looking Ahead 🔭  From gamification to a decentralized educator platform, our roadmap is packed with exciting developments. Join us as we build the future of education! #AvaCoach #Edtech #AI",,0,0,1,0
51,1.82E+18,"It was such a joy to be on this podcast with @coolcatteacher! We had so much to talk about and discuss as we teach in the #digital landscape with #AI! Thank you, Vicki, for this opportunity to share! https://t.co/gkndN2kTQS",,0,0,1,0
52,1.82E+18,"@AvaCoachapp 7/ 📈 Invest in Education, Invest in You 💼  Holding $AVAC not only grants access but also grows in value. Learn, earn, and thrive in the #Web3 world with AvaCoach. #AvaCoach #Edtech #AI",,1,0,0,0
53,1.82E+18,"@AvaCoachapp 6/ 🌍 Community &amp; Collaboration 🤝  AvaCoach fosters a global community of learners and educators. Connect, collaborate, and grow together in this innovative ecosystem. #AvaCoach #Edtech #AI",,1,0,0,0
54,1.82E+18,"Analytics and Business Intelligence Trends in Cloud, Embedding, and Generative AI https://t.co/o38SDjzSpp  @DHenschen explains which analytics/BI capabilities are emerging to satisfy customer demand for cloud deployment options and how to embed analytics at the point of decision",,0,0,0,1
55,1.82E+18,"1/ 🧵 Exploring the Future of Language Learning with AvaCoach 🌐  @AvaCoachapp leverages #Web3 technology, combining AI and blockchain to revolutionize education. Let's dive into how we're transforming the learning experience. #AvaCoach #Edtech #AI",,1,0,0,0
56,1.82E+18,"Selina Zhang has named her invention ""ArTreeficial."" It's a solar-powered, self-cleaning, artificial-intelligence-driven, umbrella-like ""tree"" that attracts the insects and then zaps them to death.  https://t.co/SrzmIx1mdG",,0,0,0,1
57,1.82E+18,"Unlock #AI-powered learning in your classrooms. Watch this video for a look at how @Acer TravelMate laptops with @Windows 11 and @Microsoft365 Education and Learning Accelerators help learners of all levels catch up, keep up, and get ahead. https://t.co/GS7dmXWcDS",,1,0,0,0
58,1.82E+18,"Take a look at MDH  MDH is Datatoolpack's second tool and handles your missing data to addressing gaps in your dataset. For more information, visit https://t.co/T2VnZaVXrL   #data #analysis #technology #tech #strategy #analytics #science #ai #research #datascience #design https://t.co/Q0p5IF10id",,0,0,1,0
59,1.82E+18,"The dapp is live at https://t.co/EdRsHfqm1m (mainnet) and https://t.co/tvgiSlP14s (testnet). It’s for up/down predictions of BTC, ETH, and other tokens’ prices. The dapp helps users build a mental model of Predictoor behavior.   #AI #data  #ML",,0,0,0,1
60,1.82E+18,Don't miss NVIDIA CEO Jensen Huang and Meta CEO Mark Zuckerberg as they discuss how fundamental research is enabling #AI breakthroughs at #SIGGRAPH2024. https://t.co/u0GHfygxkf https://t.co/m3hROu8KWv,,0,0,0,1
61,1.82E+18,Gen AI use case in Banking/Finance? https://t.co/Gg7dqa2gg4,,0,0,0,1
62,1.82E+18,【学校生活で使える英会話フレーズ】 I need to study for the test. 試験のために勉強しなければなりません。 #英会話 #英語 #英語学習 #英会話フレーズ #AI #ChatGPT,,0,0,0,1
63,1.82E+18,"Anthropic outperforms competitors in model accuracy, performance test https://t.co/OkSTyE2g9k https://t.co/hRuEwJggU7",,0,0,1,0
64,1.82E+18,Monday 8/5  ‣ Unstructured Data Meetup https://t.co/Iw0f4TelPv  @cbergman  ‣ Weekly Gen AI Art Happy Hour https://t.co/1QW07Eg05V  @stale2000  ‣ AI Research Paper Reading Group x BCV https://t.co/Mhmp0SXE9g  @rkhkimx @jennsun @chrissyykat @Jhuang0804,,0,0,0,1
65,1.82E+18,#Artificialintelligence #AI #Reels #Viral #Facebookreels #facebookviral  #DanPena #Success #Highperformance #money #wealth #Superintelligence #QuantumLeapAdvantage #business   Check out;  https://t.co/mPUwuGYhZl   To access a free education platform on AI https://t.co/tIWrbK8ttF,,0,0,0,1
66,1.82E+18,"Anthropic outperforms competitors in model accuracy, performance test https://t.co/g59njcSfDG #CIODive #Innovation https://t.co/IYhnl0VvUf",,0,0,1,0
67,1.82E+18,https://t.co/N7NHZsGsg8,,0,0,0,1
68,1.82E+18,Teaching in an age of... 🤖 Artificial Intelligence (AI) 🤳 Social Media 🤥 Fake News (in an election year!)?  Critical media literacy is crucial! Empower yourself &amp; your students to interrogate &amp; navigate the digital landscape.  Info/Reg: https://t.co/s8S8rfca50 @jenniferlagarde https://t.co/WLnmLhrneF,,1,0,0,0
69,1.82E+18,GenAI and CustomGPTs are revolutionizing higher education by significantly changing the traditional roles of professors and students.   Read Blog 👉 https://t.co/7kv3AGXAYK https://t.co/qb9K3gJgSC,,1,0,0,0
70,1.82E+18,"@lowvram yup, i fear we’ve tried to productize a research topic too early and now we’ve invested billions in something that hasn’t found any other use-case than copilot or chatbot",,1,0,0,0
71,1.82E+18,Pay us to handle your: English #essaypay #Math #Chem #assignment due #javascript Algebra homework #Psychology #WomenWhoCode #100DaysOfCode #NodeJS #Econometrics #machado #AI #DataScience #Serverless #CodeNewbie #calculus Dm,,0,0,0,1
72,1.82E+18,"Discover Kryterion's latest innovation, AI-Guided Pre-Check. Increase efficiency from Test Delivery Support teams while providing an easier and more streamlined pre-check experience.   Learn more here:https://t.co/xUL7Pd8Har  #AI #onlineproctoring #testingindustry https://t.co/J5aGGedifi",,0,0,0,1
73,1.82E+18,Artificial intelligence aids cultural heritage researchers documenting and teaching oral histories https://t.co/Lasy8cHdwf via @RITTigers #RIT,,0,0,1,0
74,1.82E+18,Pay us to handle your: English #essaypay #Math #Chem #assignment due #javascript Algebra homework #Psychology #WomenWhoCode #100DaysOfCode #NodeJS #Econometrics #Python #machado #AI #DataScience #Serverless #CodeNewbie #calculus,,0,0,0,1
75,1.82E+18,"😩@ChatGPTapp was amazing. I was using it 8+ hrs to accomplish code, or research law, etc., it was very good— Using the ChatGPT4 model. After GPT4o, it’s horrible. Funny thing is that GPT4 is also different to me— I feel 4 was dumbed down to push 4o using less computation power.",,0,1,0,0
76,1.82E+18,"@ChatGPTapp 😩@ChatGPTapp was amazing. I was using it 8+ hrs to accomplish code, or research law, etc., it was very good— Using the ChatGPT4 model. After GPT4o, it’s horrible. Funny thing is that GPT4 is also different to me— I feel 4 was dumbed down to push 4o using less computation power.",,0,1,0,0
77,1.82E+18,"😩@ChatGPTapp was amazing. I was using it 8+ hrs to accomplish code, or research law, etc., it was very good— Using the ChatGPT4 model. After GPT4o, it’s horrible. Funny thing is that GPT4 is also different to me— I feel 4 was dumbed down to push 4o using less computation power. https://t.co/lBK3KV1Ubd",,0,1,0,0
78,1.82E+18,Making AI models ‘forget’ undesirable data hurts their performance https://t.co/4Q9Dsf2JBA #AI #forgetting #GenerativeAI #research #study,,0,1,0,0
79,1.82E+18,The Hidden Human Cost of #AI with @geoplace https://t.co/tvuXFLteC4 #ict4d vía @oiioxford,,1,0,0,0
80,1.82E+18,AI Will Kill 1 Billion People - Do We Create Our Exterminators? - Professor Hugo de Garis 🍿Watch Full Episode: https://t.co/zO6Mgughy2 💰Crypto &amp; DeFi Academy: https://t.co/jTCkOy2SDT 💰 The Investment Club: https://t.co/EC9BK0IPRU #HugoDeGaris #AI #AGI #artificialintelligence… https://t.co/DN7GXp4YBF https://t.co/unPjMnHHG9,,1,0,0,0
81,1.82E+18,AI Will Kill 1 Billion People - Do We Create Our Exterminators? - Professor Hugo de Garis 🍿Watch Full Episode: https://t.co/gTsvyzbzSu 💰Crypto &amp; DeFi Academy: https://t.co/jGIvOfCsk7 💰 The Investment Club: https://t.co/2E0ltb4UbI #HugoDeGaris #AI #AGI #artificialintelligence… https://t.co/DVIvrExRPL https://t.co/GZn9soZbMu,,1,0,0,0
82,1.82E+18,Pay us to handle your: English #essaypay #Math #Chem #assignment due #javascript Algebra homework #Psychology #WomenWhoCode #100DaysOfCode #NodeJS #Econometrics #Python #machado #AI #DataScience #Serverless #CodeNewbie #calculus Dm,,0,0,0,1
83,1.82E+18,"Participants needed for top-ranked study on SurveyCircle:  ""Survey: Chatbot Usage in Corporate Training"" https://t.co/geE1rlm4WW via @SurveyCircle  #chatbots #education #training #companies #survey #surveycircle https://t.co/FUwlkLT5JY",,0,0,1,0
84,1.82E+18,"Morpheus, a decentralized AI project from Lumerin, is now live on the Arbitrum test network. This could be a game-changer for blockchain technology. #CryptoNews #Blockchain #AI",,0,0,0,1
85,1.82E+18,"See how #AI Centers of Excellence can seamlessly test, scale, iterate and add value with @NVIDIA for AI-powered tools in the cloud: https://t.co/JiplLP0xm6 https://t.co/dZAj1USfm8",,0,0,0,1
86,1.82E+18,We're pleased to share that @ForgeFX has been recognized as a featured company in @valuatesreports 2024 Global Military and Defense Software Market Research Report.   https://t.co/Y8RfyjU4di  #defensesoftware #MilitaryTech #simulationtraining #innovation #technews #VR #AR #XR #AI,,0,0,0,1
87,1.82E+18,I am growing with Google! Here's my badge for Generative AI for educators... https://t.co/gZdgpwXIdp,,1,0,0,0
88,1.82E+18,#Artificialintelligence #AI #Reels #Viral #Facebookreels #facebookviral  #DanPena #Success #Highperformance #money #wealth #Superintelligence #QuantumLeapAdvantage #business   Check out;  https://t.co/mPUwuGYhZl   To access a free education platform on AI and finance https://t.co/dOwdhFAj3s,,0,0,0,1
89,1.82E+18,"@cryptogems555 Get rewarded for your insights! Join the PrivAI Test Node Program, earn extra $PRIV, and help us test our network. Sign up now: https://t.co/4WoNO8GHsh @PrivAIProtocol https://t.co/wcgLyDn4Yp  @1goonrich @Poe_Ether   #privAI #AI #Blockchain #node #DataPrivacy #utility https://t.co/Ja3IHUjG5r",,0,0,0,1
90,1.82E+18,"In this episode, Jason discusses his willingness to approach the technology with an open mind that led him to recognize its potential for enhancing learning experiences and driving organizational transformation.  https://t.co/ntMU76qN6e https://t.co/OdNRrkfCoo",,0,0,1,0
91,1.82E+18,Books make great educator gifts! Check out my books full of educator &amp; student stories! Available: https://t.co/x7fGypapeE #edtech #SEL #k12  #education #edchat #AI #STEM #SEL #edtech @EduMatchBooks @isteOfficial https://t.co/pNLbJOQSnU,,1,0,0,0
92,1.82E+18,"This survey can definitely be used for some epic trolling of AI bros (""77% say these tools [GenAI] have actually decreased their productivity and added to their workload."")  https://t.co/gaU5n02DTN  [not to say that this is 'the truth', few surveys are]",,1,0,0,0
93,1.82E+18,"Several friends told me they wanted to pivot from life sci to #DataScience/#MachineLearning.  I had a list of resources I liked, so I packaged them as a step-by-step guide of how I would learn it again.  Check it out! https://t.co/Ibein3Jfi2 #PhD #AI #academia",,0,0,0,1
94,1.82E+18,Artificial Intelligence Can Empower Educators - Q&amp;A with Dr. Scott Muri - Saga Education #AI ⁦@SagaEducation⁩ ⁦@EctorCountyISD⁩  https://t.co/Jvr2QHz4tf,,1,0,0,0
95,1.82E+18,"Advancing Precision Psychiatry: Leveraging AI and Machine Learning for Personalized Diagnosis, Treatment, and Prognosis  https://t.co/WOQAqNOC6G  #PrecisionPsychiatry #AI #MachineLearning #PsychiatricDisorders #Advancements #ai #news #llm #ml #research #ainews #innovation #arti… https://t.co/Olrh8knziM",,0,0,0,1
96,1.82E+18,"#AI #forgetting #GenerativeAI #research Making AI models ‘forget’ undesirable data hurts their performance: So-called “unlearning” techniques are used to make a generative AI model forget specific and undesirable info it picked up from training data,… https://t.co/wX8Sm6asY2 https://t.co/BvSQKNxSz6",,0,0,1,0
97,1.82E+18,"A great week of training educators about #AI! I'm excited for my new AI book via @ISTEofficial. I would love to work with/ your school, speak at your event, or provide coaching. Contact via https://t.co/mDByzRlBxP #education #edchat #teaching #backtoschool #edtech #backtoschool",,0,0,1,0
98,1.82E+18,Global Market Research: China leads world in GenAI usage while US leads in full implementation.  Generative AI (GenAI) is here to stay. Organisations around the world are enthusiastically using and investing in the technology...Read More  https://t.co/X3SCz0ITBg https://t.co/08DXtCLvXs,,0,0,1,0
99,1.82E+18,"🌐 Connect with David:  Web: https://t.co/FY65UH1Imc LinkedIn: David Vivancos Twitter: @VivancosDavid Google Scholar: David Vivancos 🧠 Quote: “Teaching Machines, Advising Humans, Exploring Brains” – David Vivancos  #AI #AGI #Qubic #Aigarth #Innovation  #ScientificResearch",,0,0,0,1
100,1.82E+18,"💰 Attracting Investment: With a peer-reviewed research paper, we aim to catch the eye of major investors like Grayscale and their decentralized AI fund. Scientific validation will highlight our innovative potential. #Qubic #AI #AGI @_Qubic_ @VivancosDavid",,0,0,1,0
101,1.82E+18,📚 New Research Paper: David has signed a contract to produce a research paper on Qubic and Aigarth. This paper will be a cornerstone for us as we present at international conferences and seek peer review #Qubic #AI #AGI @_Qubic_ @VivancosDavid,,0,0,1,0
102,1.82E+18,"🎓 Meet David Vivancos: A scientist, AI executive advisor, and deep learning lead at MindBigData, David specializes in AGI research. His extensive background includes building companies and pioneering activities in AI, neuroscience, and more. #Qubic #AI #AGI @VivancosDavid",,0,0,1,0
103,1.82E+18,Myth: Doodling improves focus. Fact: Task-related sketches aid learning! EDAI’s AI-driven approach integrates concept sketching to boost recall and understanding. Let’s debunk myths and embrace effective strategies for better education! ✏️📚   #EdTech #AI #Learning https://t.co/8rZgNbCgeM,,1,0,0,0
104,1.82E+18,"Over the next 5 years, #AI-first apps are set to reinvent our work world, making insights and expertise cheaper and easier to get.  From note-taking to copywriting, that's just the start. Gear up for revolutionized CRMs, tax advisors, and research helpers.  Everything is… https://t.co/g4l0rl0r0B",,1,0,0,0
105,1.82E+18,Conoce las mejores ⚙️ herramientas de IA 🤖 que puedes implementar en tu aula 🏫 👨‍🏫  https://t.co/w4eoooaSqu #docentes #maestros #profesores #innovación #tecnologia #educacion #Tics #artificialintelligence #inteligenciaartificial #edtech #ai #teaching  #learn #learning,,0,0,0,1
106,1.82E+18,Conoce las mejores ⚙️ herramientas de IA 🤖 que puedes implementar en tu aula 🏫 👨‍🏫  https://t.co/OUEiLk612o #docentes #maestros #profesores #innovación #tecnologia #educacion #Tics #artificialintelligence #inteligenciaartificial #edtech #ai #teaching  #learn #learning,,0,0,0,1
107,1.82E+18,#Artificialintelligence #AI #Reels #Viral #Facebookreels #facebookviral  #DanPena #Success #Highperformance #money #wealth #Superintelligence #QuantumLeapAdvantage #business   Check out;  https://t.co/mPUwuGYhZl   To access a free education platform on AI and finance https://t.co/Yz1ueM2MEu,,0,0,0,1
108,1.82E+18,Using #AI in the transcription process is allowing #RIT researchers collecting oral histories to focus on the finer details as they get a closer look into the human side of #history.  https://t.co/GIh37X8QdB,,0,0,1,0
109,1.82E+18,Comarch's eBook explores the threads that bind personalization and AI – helping organizations take advantage of the vast repositories of data available for unparalleled personalization while maintaining authenticity.  Download the report here: https://t.co/q5XZIfP9BZ  #ai #cx https://t.co/HmnJFAyiyc,,0,0,1,0
110,1.82E+18,Great sessions &amp; learning for #backtoschool! Sign up here &amp; join my #AI session and more!: https://t.co/OuT0kb8xCx #education #edtech #edchat #generativeAI #suptchat #artificialintelligence #ideacon https://t.co/c54WY66CUz,,0,0,0,1
111,1.82E+18,"Just wrapped District PL day with @APSITDominique showing @magicschoolai, @CanvaEdu, and @quizizz! The teachers were excited and really engaged. It’s exciting to see so many minds eager to dive into the world of #AI. @apsupdate @apsitnatasha @ahrosser @APSITMelissa #APSITInspire https://t.co/KTjoMplVsx",,0,0,1,0
112,1.82E+18,"Are you an early adopter of technology or just beginning to explore AI in education?  Our new monthly newsletter in collaboration with Leon Furze aims to keep you informed about the latest developments in GenAI.   Read the first edition, here: https://t.co/e6E1CSRnfa",,0,0,0,1
