index,id,text,created_at
64,1636790958162575360,@jacksonfall Top tier appearance on CNN with @abbydphillip will make this enterprise grow.   I wonder what AI thinks Abby meant at end with her “will you remember me when you are huge?”  Was that her question for Jackson — or ChatGPT?  Please provide answers below.,2023-03-17 18:05:49+00:00
65,1634292133480857605,Brockman says his biggest ask when they launched ChatGPT to the public was that they wouldn’t have to take it down 3 days later. #SXSW #SXSW2023,2023-03-10 20:36:22+00:00
66,1640820801862615041,"@AndrewSteinwold I love you for saying this.   And it’s true because the assistants form before like Siri were terrible, and chatGPT with plugins is actually capable of bringing the OS from Her to life.",2023-03-28 20:58:58+00:00
67,1627412102141935624,Dammmnnn 👀👀 love #ens even more now 👑✈️  #DomainName #EnsNames #ai #openai https://t.co/Clcv9oF1ic,2023-02-19 20:57:35+00:00
68,1634207038635999240,ChatGPT is not high-tech plagiarism. It’s high-tech automation. It’s not a way of avoiding learning. It’s a way of optimizing our time. ChatGPT is not a menace to education. It’s a catalyst for innovation. ChatGPT is not a false promise. It’s a tool. #ChatGPT #AI #Education https://t.co/nFIOHw7o03,2023-03-10 14:58:14+00:00
69,1625240157665513472,Thank you very much for all you joining however in order to win the next Business magazine page you need to be actively posting so go join our groups at bottom of page Last mag⬇️ https://t.co/pbJv6icZvF  #like #join #share #post. https://t.co/vEAlNY0T15 https://t.co/fkSgAQ0j07,2023-02-13 21:07:03+00:00
70,1620542285661491200,@krecicki @JamCh0p @trymakerdotai Looks like a great use for AI!,2023-01-31 21:59:23+00:00
71,1635758668670193664,@autorMACosta @ChiaroxOscuro @LadyIzdihar Come on. Why are you trying to use chatGPT as a fact checker?,2023-03-14 21:43:52+00:00
72,1636876581951131648,@fetch_team @Sheldon_Sniper @kyledoops Hehe…. ChatGPT can answer any question you have… it’ll hyperdrive your education. 👊,2023-03-17 23:46:03+00:00
73,1623813715811520513,"use my link and get 2, yes 2, months free (i use it for my link in bio) https://t.co/7kd61eyFxd  #ugccommunity",2023-02-09 22:38:53+00:00
74,1640603147638034434,"Are you stressed about your Home while doing Yoga? Not anymore!🧘‍♀️🕉  ""Yoga for your Body and #technofyconnect for your Peace of Mind""◀️◀️  Keep an eye on your Homes around the clock with the smart security of CCTV Cameras powered by Artificial Intelligence (AI)  #technofyconnect https://t.co/1J376lewel",2023-03-28 06:34:05+00:00
75,1633953432284348416,🔲 #NFTCommunity we brought some glitter ✨ and AVATARZZZ to #SXSW2023 so make sure you visit the „Berlin Takeover“ #Berlingoesinternational Exhibition and check out your #ai #NFT live and animated 🖤  AVATARZZZ #NFTs can be minted here:  https://t.co/jTFohcf7cE https://t.co/jz4mtUXIP8,2023-03-09 22:10:30+00:00
76,1640218803068911616,Others involved in these fake inclusion homosexuality spirituality aliens beings spirit guide stories demons past lives stories / AI artificial intelligence communication are @NASA @NASA_Astronauts @DoNASAScience celebrities @Edelman11 @FrencHMonTanA @JBALVIN @DanBilzerian etc….,2023-03-27 05:06:51+00:00
77,1635440967900643328,"Tonight, .@GovernorVA .@GlennYoungkin attended Jamestown’s Virginia Department of Education’s public comments session on the proposed 2023 history and social science standards of learning. #Dunce https://t.co/FwEWgvckYb",2023-03-14 00:41:26+00:00
78,1641136857965576193,@fitterhappierAJ He’s just scared that ChatGPT will invent an android that can stand up or a car that can drive itself before his engineers can.,2023-03-29 17:54:52+00:00
79,1639386337743650818,@AymanSTJ Google vs ChatGPT https://t.co/7C7MfmdkoK,2023-03-24 21:58:55+00:00
80,1638358882647982082,"Last tip!   How do you get your coworkers to embrace posting to their own channels?  We had such a great time learning about social media marketing from Chelsey this month. Join us for next month's AMA with AMA, ft Jen Lee Reeves! 🌻☕ https://t.co/V2WKltR3Il https://t.co/xdouIDDAf1",2023-03-22 01:56:11+00:00
81,1638168897424859136,✨ I’m glad we’re learning about these AI vulnerabilities fairly early on. I think we are truly underestimating AI.,2023-03-21 13:21:15+00:00
82,1604965255146135552,Thanks for the share .                           Very soon A COMPUTER  will be replaced with AI COMPUTER  &amp; the same content !🤔@MIT_CSAIL #IBM #Technology #innovation #reinvent #AI #ML #CloudComputing #cloudsecurity #iot #cybersecurity #DeepMind #openAI #blockchain #Algorithm https://t.co/tca38TOSIW,2022-12-19 22:21:50+00:00
83,1599909067287322624,"AI art has become so good, this is insane! 🤯 https://t.co/6xOf9qKKlz",2022-12-05 23:30:21+00:00
84,1622732613021491200,Key in machine learning projects:  Achieve the right mix of ressources!  (via @ItakGol ) #AI #ML #GPU    https://t.co/BRZvOOgi0t,2023-02-06 23:02:58+00:00
85,1624869803377713152,"GM🤑  have an amazing Sunday filled with good vibes, no bad energy and incredible luck!  enjoy this $BABS giveaway now that @babsuniverse is about to release that AI image generator soon!  @hey_wallet send 15000 $BABS to the first 333 retweets + follow @xadiel_sol + tag 2 frens! https://t.co/SHOEkuFr50",2023-02-12 20:35:24+00:00
86,1631790614894239744,"@BumbleKnees @KevinRyan589 @Phe_nack @CorridorDigital “Filter” is entirely the wrong term for what AI training is.   If VHD didn’t matter, they should be able to disgorge the AI’s training and make it without VHD in a new dataset.",2023-03-03 22:56:14+00:00
87,1631794012347588608,"@MishaalRahman I have two of these Galaxy A33 phones. They already get decent battery life unless you are really pushing them (AI art app for example, or streaming YouTube for hours on end). This is the same with any phone though. Just invest in battery packs. They aren't difficult to use. https://t.co/jk1AjhN5Xw",2023-03-03 23:09:44+00:00
88,1624169638748643329,So @BigFrankChippa I asked the AI Engine ChatGPT what it thought of Big FC as the most ITK of #NUFC while it was was none committal we k ow the truth. https://t.co/c4kvmMwPTv,2023-02-10 22:13:12+00:00
89,1627818008650342401,Check out my conversation with @RoboticsSorting’ @nohtal on Industrial Cannabis AI and Computer Vision Technologies.   Full episode: https://t.co/h6hVoiEmhG https://t.co/4fhrLaWR8m,2023-02-20 23:50:31+00:00
90,1641496863831384065,"At this point, I moved on to other work I had to do, making a note to check my email for the draft. After an hour or so, it did not arrive. I went back and asked ChatGPT: ""Do you have an estimate for how long it will take? I am not impatient... just curious."" /18",2023-03-30 17:45:24+00:00
91,1633960546318811137,"@MarkMcGrathCFP Oh yeah. A person did say that. But, let's say you ask AI to help you make portfolio decisions in time of a bear market, and it will likely bring this idea in the aggregate of information and recommend it to you. Why?   Because this person said it in a ""respectable"" publication.",2023-03-09 22:38:46+00:00
92,1640424930989989888,"Here's a thought 🧠 What about using powerful, fast #AI - such as #ChatGPT - as a predictive model for supporting the main computing infrastructure for gaming?  Ik plenty hardware/games already use predictive features, but I mean analyzing even minute nuanced details/triggers...",2023-03-27 18:45:55+00:00
93,1623422354167586818,Not worried about being replaced by AI anytime soon https://t.co/nARNTlSuXQ,2023-02-08 20:43:45+00:00
94,1637189155296780290,So I fed #chatgpt the 2nd 3rd and 5th letter from todays wordle.  It could NOT come up with the answer.,2023-03-18 20:28:06+00:00
95,1631799548694650885,Copy generation and summarization tools are already a commodity. Established players like @NotionHQ and @HubSpot can easily and effectively enhance their product with such use case. The biggest opportunities are in applying AI to use cases that aren’t so obvious.,2023-03-03 23:31:44+00:00
96,1621266127404793856,Reflecting on a transformative residential week at the University of Cambridge as part of my Masters in AI Ethics &amp; society! It was a privilege to learn from experts and engage in discussions with fellow students on the ethical considerations of AI.#AIEthics #CambridgeUniversity https://t.co/Y3lzvST320,2023-02-02 21:55:41+00:00
97,1621999781907136512,@Extractedca That’s not the issue—I have no problem with hibuddy.  The specific issue I have is sycophantic companies developing AI attempting to estimate my sales velocity and selling that specific data.    Hibuddy is useful.   THIS isn’t.  It’s annoying and also  waste.   Make sense?,2023-02-04 22:30:57+00:00
98,1632523929519521792,Spotify DJ AI is 🔥,2023-03-05 23:30:10+00:00
99,1636951301933105152,"Well known Teacher, Writer,Traveller and Narrator Sir Mustansar Hussain Tarar. It was honour for me to stand behind him and ask for selfie 🤳. #teacher #writer   Transparent Artificial Intelligence https://t.co/KbctJHtGBh",2023-03-18 04:42:58+00:00
100,1635539881458794496,"Happy Farm Tech Tuesday!   According to the Global Agricultural Productivity Report, AI is on track to reduce herbicide use by 90%.   Machine learning algorithms can be trained to distinguish between plants and weeds, so herbicides can then be applied only to the weeds. https://t.co/hQ3IU9wpN5",2023-03-14 07:14:29+00:00
101,1615855729449263104,"two other observations about my ET Adventure just now:  1. the entire second half of this ride looks like AI art. Or Rather, AI art looks like the second half of this ride. Visionary!  2. The new smells are different but good. Reminded me of 2 separate malls from my childhood 😌",2023-01-18 23:36:41+00:00
102,1620546608709656576,"@JDBtracker Well, I hope someday we have a more complete and consistent theory of quantum gravity that we can study for possible applications. But we haven’t found one yet. (M-theory could be on the right track, but it’s detached from experiment, so difficult to tell.) Maybe AI can help. 🙂",2023-01-31 22:16:34+00:00
103,1621980084516028417,@ItsDeanBlundell She can’t be real. This is AI.,2023-02-04 21:12:41+00:00
104,1620169843977904128,Psychedelic dragonfly   Macro photography imagined with AI  Midjourney  #dragonfly  #macrophotography  #insects #psychnaut #blend #psychedelicart #fantasyart #Psychedelic  #surrealism #hipgnosis  #synthography #art #explore #imagine #dmtart  #postphotography #aiart #midjourney https://t.co/dgHw2xuMPq,2023-01-30 21:19:26+00:00
105,1598083248730824704,Demon time 😈😈😈 Link here https://t.co/p520M7S0M2 #studentloanforgiveness #studentdebt #thiccboys #thickthighssavelives #demontime #muscle #BlackTwitter #slutty #onlyfans https://t.co/mqe2jb4CbL,2022-11-30 22:35:12+00:00
106,1602449394506555392,#technology #innovation #data #AI #Algorithm #cars #future #IoT #Sustainability #Engineering #Mercedes Benz AVTR is a mind blowing #car without steering wheel &amp; the #Avatar inspired car not only moves forward &amp; backward but sideways as well😳🤩👏#reinvent  https://t.co/zFg8VDZjHm,2022-12-12 23:44:42+00:00
107,1615817959909515264,@Model3Owners @SawyerMerritt Def pre-programmed. Not using AI to solve problems in real-time.,2023-01-18 21:06:36+00:00
108,1615479238391365633,"Of all the things you’ve done, what’s the one thing you think AI is incapable of emulating",2023-01-17 22:40:39+00:00
109,1624905003143159809,"@adhdstark OH MY GOD NIK, there’s an AI rp chat site where you can basically talk to Tony Stark https://t.co/yT5duHZSnE",2023-02-12 22:55:16+00:00
110,1602441672964571138,Wow. Using a AI to deal with chat bots to get a better deal. https://t.co/23cw3lYtLR,2022-12-12 23:14:01+00:00
111,1618757045896740866,"Why should an artist - or for that matter, a copywriter - think he's more creative than a banker or lawyer? They all produce variations on what has come before, with the occasional breakthrough of something semi-new. #AI is coming for everyone.  https://t.co/jmlqTT5Qo5",2023-01-26 23:45:29+00:00
112,1639330919973519362,"@CiscoNetAcad I want artificial intelligence, virtual reality, metaverse, etc, out of this Russia vs Ukraine war. I want the war to end quickly. I don't want Brazil inside the war. Good afternoon.",2023-03-24 18:18:43+00:00
113,1620185445312389122,"@TsainGra @hazwanhfiz it’s not perfect.  The AI can’t capture exactly at the right moment &amp; the free graphics are a little cheesy.  But it’s a great tool to have &amp; if it evolves to be better, it’s a fantastic tool.  but it cant be my star player for now.",2023-01-30 22:21:26+00:00
114,1599531848014888960,For people doing the Lensa App AI thing this thread is about that + there’s another interesting post here about it too: https://t.co/YM0tsRKHMI https://t.co/vPWlmGO5WU https://t.co/r3dB53ja0y,2022-12-04 22:31:25+00:00
115,1607884585521774592,Life is too short to worry about the things that don't matter. #AI #AiArtSociety #AIart https://t.co/gPoIqVGImP,2022-12-27 23:42:12+00:00
116,1608571475614892032,Italian car runs on fuel made out of plastic waste  https://t.co/SpgEvPfzun via https://t.co/BPpogel2lr,2022-12-29 21:11:40+00:00
117,1609291540840710144,@Shamara94785766 Hah. Nah I am well fed. Just checking out the AI art.,2022-12-31 20:52:57+00:00
118,1623803770537902080,"@designcoursecom @DannPetty You must be naive of how neural networks work. Not sentient, but can be creative because everything’s already been done. AI capacity doesn’t have a limit  I think it’ll be bias (the client wanting a human to do the work) that will keep product designers in business",2023-02-09 21:59:22+00:00
119,1612546133108326400,AI Blade LED Coming Soon ….. #aiblade  #aibladeled @ Paraquatics Marine Specialists https://t.co/P9vtzvs9ln,2023-01-09 20:25:32+00:00
120,1623432392366227456,"HOLD UP, HOLD UP...  the Akasha is essentially an AI?!?! Omfgggg the Sumeru story is getting so deeeeeeep 😫",2023-02-08 21:23:38+00:00
121,1631398854607372288,"@aisfen if you told me her whole outfit was made by ai, I would believe you",2023-03-02 20:59:31+00:00
122,1640136620497305600,#Warning #chatgpt #Academic #Research  ChatGPT fake response  https://t.co/qkHBOSGing https://t.co/dTPIzqzVH2,2023-03-26 23:40:17+00:00
123,1640114760590163968,"@techsavvyteach I hear ya. ChatGPT sprung up so suddenly that it’s taking some getting used to. Grammarly and predictive text was so much more acceptable, esp since spellcheck became an acceptable and widely used tool. I’m getting there! 🤭",2023-03-26 22:13:25+00:00
124,1616947504729423873,"Maybe we still need humans after all…  #AI written content will get there. But this is a good example of “just because we can, doesn’t mean we should.  https://t.co/fmdFXh0oEr",2023-01-21 23:55:01+00:00
125,1603149765117505536,"@RealCarrotTop @DrewFromTV Have you thought about using ai as a prop? Maybe on a projection screen behind you? The only limit, is your imagination.",2022-12-14 22:07:43+00:00
126,1640450045333078020,Adapt - read the room.  Improvise - rethink your strategy.   Overcome - create the best solution.   #eliosophy #BBTaitans #Israel #twitter #chatgpt #monday,2023-03-27 20:25:43+00:00
127,1622337966231232512,so the mavs are essentially that nuggets team that had AI + Melo…is that right?,2023-02-05 20:54:47+00:00
128,1636230193508491264,"How Siri, Alexa and Google Assistant Lost the A.I. Race https://t.co/KFbta2deVj",2023-03-16 04:57:32+00:00
129,1640201921431576576,"GM!  Closed Circuit (R code)  Algorithm-based generative art inspired by AI, further closing the information feedback loop between artists and artificial intelligence  #genart https://t.co/7wvga0R89t",2023-03-27 03:59:46+00:00
130,1641074399880126464,"In reality, in love there is a permanent suffering which joy neutralizes, renders virtual, delays, but which can at any moment become what it would have become long earlier if one had not obtained what one wanted, atrocious.”",2023-03-29 13:46:41+00:00
131,1628882163876732929,Money printer go TradFi AI. I just registered for 1M $TFAI Airdrop from @TradFi_AI’s Season 1 drop. Join now to have chance to get free $TFAI. – https://t.co/99yd1nzAgm,2023-02-23 22:19:05+00:00
132,1641222802811363329,"If their own legacy does not align with what is best for humanity, legacy wins every time. Trust literally any opinion of OpenAI projects over the voices who lose the most by their success. https://t.co/fzB5UTLrgB",2023-03-29 23:36:23+00:00
133,1641004976431407105,"@doggoforce With the new generation technology artificial intelligence, everything is possible. It is possible to produce Photography, print articles, even design games in minutes. The system, which is currently only a web version, will soon be at your service on.  https://t.co/NfhmcwTHe8",2023-03-29 09:10:49+00:00
134,1637432614297509889,"@elonmusk And thus, by highlighting it, will unwittingly manipulate public by raising interest in such topic.  And since AI is based on machine 'learning', many items will be wrongly tagged.",2023-03-19 12:35:31+00:00
135,1628179854976774144,#CapCut #FRANK? College #1 @capcut #photoasareel #photomagic @picsart #picsart #AI #artgenerator #portrait #instagramtipsandtricks #reelstrend #reelscreators #contentcreators #viralvideo #viralinstagram #influencers #viraltiktok #trendingtiktok #trendingsound #trendingvideo https://t.co/y0tbGEtpHJ,2023-02-21 23:48:22+00:00
136,1633615469352480768,@ruima For Chinese AI it is not about a lack if data but a lack of what can be done with it (censorship).,2023-03-08 23:47:33+00:00
137,1634697101442523138,"@WaxMotif I asked chatgpt for anagrams, here’s some of what i got: fox mati, maxi tow, mix oat if, fit axiom, fox aim two, tow maxifi, tax if mow, mix fat woo, it fax woof, wit fax moo, woof at mix 😂",2023-03-11 23:25:34+00:00
